A student scored 75% in an exam of 800 marks. Find marks obtained.,500,600,650,700,600,Marks = 75% of 800 = 600.
A shop sold 120,150,180 items in three days. Find highest sales day.,Day 1,Day 2,Day 3,Same,Day 3,Day 3 sales are highest at 180.
A company spends 40% of income on salaries. If income is $50000, salary expense is?,$10000,$15000,$20000,$25000,$20000,Salary expense = 40% of 50000 = $20000.
A factory has production of 900 units. 20% are defective. Find good units.,700,720,750,800,720,Defective = 20% of 900 = 180. Good units = 720.
The marks of five students are 60,70,80,90,100. Find average marks.,70,75,80,85,80,Average = 400/5 = 80.
Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation
A company's monthly sales are 500,700,900,1100 units. Find total sales.,3000,3200,3300,3500,3200,Total sales = 500+700+900+1100 = 3200.
The average salary of 5 employees is $4000. Find total salary.,$15000,$20000,$25000,$30000,$20000,Total salary = Average × Number of employees = 4000×5 = $20000.
A school has 800 students. 60% are boys. Find number of girls.,300,320,350,400,320,Boys = 480. Girls = 800-480 = 320.
A product price increased from $500 to $600. Find percentage increase.,10%,15%,20%,25%,20%,Increase = 100/500×100 = 20%.
A shop sold 250,300,350,400 products in four weeks. Find average sales.,300,325,350,375,325,Average = 1300/4 = 325.
A company revenue is $100000. Expenses are $75000. Find profit percentage on cost.,25%,30%,33.33%,40%,33.33%,Profit = 25000. Profit% = 25000/75000×100 = 33.33%.
A car travels 720 km in 12 hours. Find speed.,50 km/hr,60 km/hr,70 km/hr,80 km/hr,60 km/hr,Speed = 720/12 = 60 km/hr.
The ratio of men and women is 5:3. If total people are 640, find women.,200,240,300,320,240,Total parts = 8. One part = 80. Women = 3×80 = 240.
A company has sales of $20000,$30000,$50000. Find percentage of highest sales.,40%,50%,60%,70%,50%,Highest sales = 50000. Total = 100000. Percentage = 50%.
A student scored 420 marks out of 600. Find percentage.,60%,65%,70%,75%,70%,Percentage = 420/600×100 = 70%.
A factory produced 5000 items. 8% are defective. Find good items.,4500,4600,4700,4800,4600,Defective = 400. Good items = 5000-400 = 4600.
A company employees are IT=120, HR=40, Sales=80. Find total employees.,200,220,240,260,240,Total = 120+40+80 = 240.
The population of a city is 80000. It increases by 15%. Find new population.,90000,92000,95000,100000,92000,Increase = 12000. New population = 92000.
A shop bought an item for $800 and sold it for $1000. Find profit percentage.,20%,25%,30%,35%,25%,Profit = 200. Profit% = 200/800×100 = 25%.
The marks of a student are 55,65,75,85,95. Find average.,70,75,80,85,75,Average = 375/5 = 75.
A company sales increased from 2000 units to 2600 units. Find increase percentage.,20%,25%,30%,35%,30%,Increase = 600/2000×100 = 30%.
A family income is $5000. Savings are $1500. Find expenditure percentage.,60%,65%,70%,75%,70,Expenditure = 3500. Percentage = 3500/5000×100 = 70%.
A bus travels 450 km in 9 hours. Find average speed.,40 km/hr,50 km/hr,60 km/hr,70 km/hr,50 km/hr,Speed = 450/9 = 50 km/hr.
A company has 1200 workers. 30% are women. Find number of men.,720,800,840,900,840,Women = 360. Men = 1200-360 = 840.
A survey shows 35% prefer option A and 65% prefer option B. Out of 2000 people, B preferred by?,1000,1200,1300,1500,1300,65% of 2000 = 1300.
A shop gives 25% discount on $4000. Find selling price.,$2500,$3000,$3500,$4000,$3000,Discount = 1000. Selling price = 3000.
The production of a factory is 1500,1800,2100 units. Find average production.,1700,1800,1900,2000,1800,Average = 5400/3 = 1800.
A student spends 40% of pocket money on food. If money is $2000, food expense is?,$600,$700,$800,$900,$800,Food expense = 40% of 2000 = $800.
A company profit is $30000 on investment $120000. Find profit percentage.,20%,25%,30%,35%,25%,Profit% = 30000/120000×100 = 25%.
A shop sold 600 items in January and 900 in February. Find February sales increase percentage.,25%,40%,50%,60%,50%,Increase = 300/600×100 = 50%.
Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation
A company sales are 1200,1500,1800,2100 units in four quarters. Find total sales.,6200,6400,6600,6800,6600,Total sales = 1200+1500+1800+2100 = 6600.
A student scored 450 marks out of 750. Find percentage.,50%,60%,70%,80%,60%,Percentage = 450/750×100 = 60%.
The population of a city is 50000. It decreases by 8%. Find new population.,44000,46000,48000,49000,46000,Decrease = 8% of 50000 = 4000. New population = 46000.
A shop sold 400,500,600,700 products in four months. Find average sales.,500,525,550,575,550,Average = (400+500+600+700)/4 = 550.
A company income is $60000 and expenses are $45000. Find savings percentage.,20%,25%,30%,35%,25%,Savings = 15000. Percentage = 15000/60000×100 = 25%.
A factory produced 2500 units and 15% were defective. Find good units.,2000,2100,2125,2200,2125,Defective = 15% of 2500 = 375. Good units = 2500-375 = 2125.
A car price is $50000. It increases by 12%. Find new price.,$52000,$55000,$56000,$60000,$56000,Increase = 12% of 50000 = 6000. New price = 56000.
The ratio of boys and girls is 7:5. Total students are 720. Find girls.,250,300,320,350,300,Total parts = 12. One part = 60. Girls = 5×60 = 300.
A company sales in three years are 8000,10000,12000 units. Find percentage increase from first to third year.,25%,40%,50%,60%,50%,Increase = 4000/8000×100 = 50%.
A student gets 85,75,95,65 marks. Find average marks.,75,80,85,90,80,Average = (85+75+95+65)/4 = 80.
A shopkeeper buys a product for $1500 and sells for $1800. Find profit percentage.,15%,20%,25%,30%,20%,Profit = 300. Profit% = 300/1500×100 = 20%.
A company has employees in departments A=100, B=150, C=250. Find percentage of C department.,40%,45%,50%,55%,50%,Total = 500. C percentage = 250/500×100 = 50%.
A train covers 900 km in 15 hours. Find speed.,50 km/hr,60 km/hr,70 km/hr,80 km/hr,60 km/hr,Speed = 900/15 = 60 km/hr.
A survey has 2500 people. 40% like sports. Find number of people.,800,900,1000,1200,1000,40% of 2500 = 1000.
A company production increased from 4000 to 5000 units. Find increase percentage.,20%,25%,30%,35%,25%,Increase = 1000/4000×100 = 25%.
A family monthly income is $8000. Expenses are $6000. Find savings percentage.,20%,25%,30%,35%,25%,Savings = 2000. Percentage = 2000/8000×100 = 25%.
A store sold 800 laptops and 1200 mobiles. Find ratio of laptops to mobiles.,1:2,2:3,3:4,4:5,2:3,Ratio = 800:1200 = 2:3.
A company has 2000 employees. 45% are in technical department. Find technical employees.,800,850,900,950,900,45% of 2000 = 900.
A student scored 540 out of 600 marks. Find percentage.,80%,85%,90%,95%,90%,Percentage = 540/600×100 = 90%.
A factory production data: Monday=300, Tuesday=400, Wednesday=500. Find percentage contribution of Wednesday.,30%,40%,42%,50%,42%,Total = 1200. Wednesday percentage = 500/1200×100 = 41.67% ≈ 42%.
A product price is $2500 after 20% discount. Find original price.,$3000,$3125,$3250,$3500,$3125,After 20% discount price is 80%. Original = 2500/0.8 = 3125.
A company profit increased from $40000 to $50000. Find percentage increase.,20%,25%,30%,40%,25%,Increase = 10000/40000×100 = 25%.
A school has 600 students. Boys are 55%. Find number of girls.,250,270,300,330,270,Boys = 330. Girls = 600-330 = 270.
A shop's monthly sales are $10000,$15000,$20000,$25000. Find total sales.,60000,65000,70000,75000,70000,Total sales = 10000+15000+20000+25000 = 70000.
A company spends 35% of income on salaries. If income is $40000, salary expense is?,$12000,$14000,$15000,$16000,$14000,Salary expense = 35% of 40000 = 14000.
