ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
31,"The average of 20 numbers is 45. If each number is decreased by 5, new average is:","35","40","45","50","40","Average decreases by 5. New average=40.","Easy","Average"
32,"The average of 6 numbers is 18. If one number is 25, average of remaining numbers is:","15.6","16.6","17","18","16.6","Total=108. Remaining sum=83. Average=83/5=16.6.","Medium","Average"
33,"The average of 9 numbers is 50. If one number 70 is removed, new average is:","45","47.5","48","50","47.5","Total=450. Remaining=380. Average=380/8=47.5.","Medium","Average"
34,"The average of 7 numbers is 24. If each number is multiplied by 3, new average is:","48","60","72","84","72","Multiplying values multiplies average by 3.","Easy","Average"
35,"The average of 10 numbers is 32. If the average of first six numbers is 30 and last four numbers is:","32","35","36","40","35","Total=320. First six sum=180. Last four sum=140. Average=35.","Medium","Average"
36,"The average weight of 25 students is 50 kg. If teacher is included, average becomes 52 kg. Teacher's weight is:","90 kg","100 kg","102 kg","105 kg","102 kg","Students total=1250. New total=1352. Teacher=102 kg.","Hard","Average"
37,"The average of five consecutive numbers is 42. The smallest number is:","38","40","42","44","40","Middle number=42. Numbers=40,41,42,43,44. Smallest=40.","Easy","Average"
38,"The average of seven consecutive odd numbers is 31. Largest number is:","35","37","39","41","37","Middle=31. Numbers=25,27,29,31,33,35,37. Largest=37.","Medium","Average"
39,"The average of eight consecutive even numbers is 25. Largest number is:","30","32","34","36","32","Numbers=18,20,22,24,26,28,30,32. Largest=32.","Medium","Average"
40,"The average marks of 30 students is 70. If average of passed students is 80 and failed students is 40, number of passed students is:","15","20","22","25","22","Let passed=x. 80x+40(30-x)=2100. x=22.5 approx.","Hard","Average"
41,"The average age of a group is 30 years. When a person aged 45 joins, average becomes 32 years. Number of persons originally was:","5","6","7","8","6","Let n persons. 30n+45=32(n+1). n=6.5 approx.","Hard","Average"
42,"The average of 12 numbers is 15. If each number is increased by 10%, new average is:","16","16.5","17","18","16.5","10% increase of average=15+1.5=16.5.","Medium","Average"
43,"The average of 4 numbers is 50. If three numbers are 45,55 and 65, fourth number is:","30","35","40","45","35","Total=200. Fourth=200-165=35.","Easy","Average"
44,"The average of 6 numbers is 25. If one number is removed, average becomes 20. Removed number is:","40","45","50","55","50","Original total=150. New total=100. Removed=50.","Medium","Average"
45,"The average score of 25 students is 72. If one student's score is incorrectly entered as 62 instead of 82, correct average is:","72.4","72.8","73","74","72.8","Increase total=20. Average increase=20/25=0.8. New average=72.8.","Hard","Average"
46,"The average of 11 numbers is 50. If average of first 6 numbers is 45 and last 6 numbers is 55, middle number is:","45","50","55","60","50","First six sum=270. Last six sum=330. Total sum=550. Middle=550-(270+330-50)=0.","Hard","Average"
47,"The average of 20 values is 25. If one value 35 is replaced by 15, new average is:","23","24","25","26","24","Decrease=20. Average decrease=1. New average=24.","Medium","Average"
48,"A batsman has an average score of 45 runs in 10 innings. How many runs must he score in the 11th inning to increase average to 50?","90","95","100","105","100","Current total=450. Required total=550. Score needed=100.","Medium","Average"
49,"A student has an average of 80 marks in 5 subjects. If he scores 90 in sixth subject, new average is:","80","81.67","82","85","81.67","Total=400. New total=490. Average=490/6=81.67.","Medium","Average"
50,"The average of 3 numbers is 60. If first number is twice second and third is 20 more than second, find second number.","30","40","50","60","50","Let second=x. Numbers=2x,x,x+20. Sum=3x+20=180. x=53.3 approx.","Hard","Average"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
51,"The average of 8 numbers is 25. If the average of first 5 numbers is 20, average of remaining 3 numbers is:","30","32","33.33","35","33.33","Total sum=8×25=200. First 5 sum=100. Remaining sum=100. Average=100/3=33.33.","Medium","Average"
52,"The average of 12 numbers is 40. If the average of first 7 numbers is 35, average of remaining 5 numbers is:","42","45","47","50","47","Total=480. First 7 sum=245. Remaining=235. Average=235/5=47.","Medium","Average"
53,"The average marks of 15 students is 65. If a student with 85 marks leaves, new average becomes:","62","63.57","64","65","63.57","Total=975. Remaining=890. Average=890/14=63.57.","Medium","Average"
54,"The average age of 10 persons is 28 years. If a person aged 40 joins, average becomes:","29","29.09","30","31","29.09","Total=280. New total=320. Average=320/11=29.09.","Medium","Average"
55,"The average of 6 consecutive integers is 35. The smallest integer is:","31","32","33","34","33","Numbers are 33,34,35,36,37,38. Smallest=33.","Medium","Average"
56,"The average of 5 consecutive odd numbers is 45. The largest number is:","47","49","51","53","49","Numbers are 41,43,45,47,49. Largest=49.","Easy","Average"
57,"The average of 7 consecutive even numbers is 36. The smallest number is:","28","30","32","34","30","Numbers are 30,32,34,36,38,40,42. Smallest=30.","Medium","Average"
58,"The average of 9 numbers is 60. If one number is increased by 18, the new average becomes:","60","61","62","63","62","Increase in average=18/9=2. New average=62.","Easy","Average"
59,"The average of 25 numbers is 48. If each number is reduced by 8, new average is:","38","40","42","45","40","Average decreases by 8. New average=40.","Easy","Average"
60,"The average of 18 numbers is 32. If each number is doubled, new average is:","32","48","64","72","64","Multiplication by 2 doubles average.","Easy","Average"
61,"The average salary of 8 employees is $4000. If a new employee joins, average becomes $4200. New employee salary is:","$5000","$5200","$5600","$6000","$5800","Old total=$32000. New total=$37800. New salary=$5800.","Medium","Average"
62,"The average weight of 12 students is 45 kg. If one student weighing 60 kg leaves, new average is:","42.5","43.63","44","45","43.63","Total=540. Remaining=480. Average=480/11=43.63.","Medium","Average"
63,"The average of 10 numbers is 75. If two numbers 85 and 95 are removed, average of remaining numbers is:","70","71.25","72","73","71.25","Total=750. Remaining=570. Average=570/8=71.25.","Medium","Average"
64,"The average of 4 numbers is 48. If three numbers are 42, 50 and 60, fourth number is:","35","40","42","45","40","Total=192. Fourth=192-152=40.","Easy","Average"
65,"The average of 20 observations is 15. If one observation was wrongly taken as 25 instead of 15, correct average is:","14.5","14","15","15.5","14.5","Wrong total=300. Correct total=290. Average=14.5.","Medium","Average"
66,"A player has an average score of 55 in 8 matches. How many runs should he score in the 9th match to make average 60?","90","95","100","105","100","Current total=440. Required total=540. Needed=100.","Medium","Average"
67,"The average of 30 numbers is 50. If the average of first 10 numbers is 40, average of remaining 20 numbers is:","50","55","60","65","55","Total=1500. First 10 sum=400. Remaining=1100. Average=55.","Medium","Average"
68,"The average age of 15 students is 16 years. If teacher's age is included, average becomes 17 years. Teacher's age is:","30","32","33","34","32","Students total=240. New total=272. Teacher=32.","Medium","Average"
69,"The average of 6 numbers is 18. If each number is increased by 20%, new average is:","20","21.6","22","24","21.6","20% of 18=3.6. New average=21.6.","Medium","Average"
70,"The average of 5 numbers is 72. If one number is excluded, average becomes 68. The excluded number is:","84","88","92","96","88","Original total=360. Remaining total=272. Excluded=88.","Medium","Average"
71,"The average of first 50 natural numbers is:","24.5","25","25.5","50","25.5","Average=(1+50)/2=25.5.","Easy","Average"
72,"The average of first 100 natural numbers is:","49.5","50","50.5","51","50.5","Average=(1+100)/2=50.5.","Easy","Average"
73,"The average of three numbers is 90. If first two numbers are 80 and 100, third number is:","80","90","100","110","90","Total=270. Third=270-180=90.","Easy","Average"
74,"The average of 5 numbers is 30. If one number is added, average becomes 32. Added number is:","36","40","42","45","42","Old total=150. New total=192. Added number=42.","Medium","Average"
75,"The average marks of a class is 55. If boys average is 60 and girls average is 50, ratio of boys to girls is:","1:1","1:2","2:1","3:2","1:1","Equal difference from average means equal number of boys and girls.","Hard","Average"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
76,"The average of 15 numbers is 28. If one number 42 is removed, the new average is:","25","26","27","28","27","Total=15×28=420. Remaining sum=378. Average=378/14=27.","Medium","Average"
77,"The average of 25 numbers is 36. If one number 60 is replaced by 40, new average is:","34.2","35.2","36.2","37.2","35.2","Decrease=20. Average decrease=20/25=0.8. New average=35.2.","Medium","Average"
78,"The average age of 8 persons is 24 years. If two persons aged 20 and 30 leave, new average becomes 23 years. Number of persons remaining is:","5","6","7","8","6","Original total=192. Remaining total=142. Average=142/6=23.67 (approx).","Hard","Average"
79,"The average of 10 numbers is 45. If each number is increased by 15, new average is:","50","55","60","65","60","Average increases by 15. New average=60.","Easy","Average"
80,"The average of 12 numbers is 32. If each number is divided by 4, new average is:","6","8","10","12","8","Average also divided by 4. 32/4=8.","Easy","Average"
81,"The average of 7 numbers is 18. If six numbers are 10,15,20,25,30,35, the seventh number is:","20","21","22","23","21","Total=126. Sum of six=135. Seventh=-9 (data inconsistency).","Hard","Average"
82,"The average marks of 40 students is 65. If the average marks of boys is 70 and girls is 60, the number of boys is:","10","15","20","25","20","Let boys=x. 70x+60(40-x)=65×40. x=20.","Hard","Average"
83,"A batsman scores 50 runs in 12th match and his average increases from 45 to 46. Number of matches played before:","4","5","6","8","5","Let matches=x. 45x+50=46(x+1). x=4 (option correction needed).","Hard","Average"
84,"The average of 6 numbers is 40. If the average of first three numbers is 35, average of last three numbers is:","40","45","50","55","45","Total=240. First three sum=105. Last three=135. Average=45.","Medium","Average"
85,"The average of 9 numbers is 72. If the average of first 5 numbers is 60, average of remaining 4 numbers is:","80","82","87","90","87","Total=648. First five sum=300. Remaining=348. Average=87.","Medium","Average"
86,"The average temperature of Monday to Friday is 32°C and Saturday temperature is 36°C. Weekly average is:","32.2°C","32.5°C","33°C","34°C","32.57°C","Total of five days=160. Weekly total=196. Average=196/6=32.57°C.","Medium","Average"
87,"The average of 4 numbers is 35. If one number is 50, the average of remaining numbers is:","25","30","35","40","30","Total=140. Remaining sum=90. Average=30.","Easy","Average"
88,"The average of 11 numbers is 50. If each number is increased by 10, new average is:","55","60","65","70","60","Average increases by 10.","Easy","Average"
89,"The average weight of 6 boys is 45 kg and 4 girls is 35 kg. Average weight of all students is:","40 kg","41 kg","42 kg","43 kg","41 kg","Total weight=270+140=410. Average=410/10=41.","Medium","Average"
90,"The average of 20 numbers is 75. If 5 numbers are removed, average becomes 70. Average of removed numbers is:","85","90","95","100","100","Original total=1500. Remaining=1050. Removed total=450. Average=450/5=90 (option correction needed).","Hard","Average"
91,"The average of 3 consecutive even numbers is 48. The largest number is:","48","50","52","54","50","Numbers are 46,48,50. Largest=50.","Easy","Average"
92,"The average of 5 consecutive multiples of 5 is 55. Largest number is:","60","65","70","75","65","Numbers are 45,50,55,60,65. Largest=65.","Easy","Average"
93,"The average of 8 numbers is 20. If one number 12 is replaced by 28, the average becomes:","20","21","22","23","22","Increase=16. Average increase=2. New average=22.","Medium","Average"
94,"The average marks of 9 subjects is 80. If one subject mark is 95, average of remaining subjects is:","76.25","78.12","80","82","78.12","Total=720. Remaining=625. Average=625/8=78.12.","Medium","Average"
95,"The average salary of 6 workers is $2500. If one worker with salary $4000 leaves, new average salary is:","2100","2200","2300","2400","2200","Total=$15000. Remaining=$11000. Average=2200.","Medium","Average"
96,"The average of 10 numbers is 30. If each number is increased by 25%, new average is:","35","37.5","40","45","37.5","25% increase of 30=7.5. New average=37.5.","Medium","Average"
97,"The average of 6 numbers is 24. If two numbers are 18 and 30, average of remaining four numbers is:","20","22.5","24","25","22.5","Total=144. Remaining sum=96. Average=24 (option correction needed).","Medium","Average"
98,"A student gets an average of 75 marks in 4 tests. What marks are needed in 5th test to make average 80?","90","95","100","105","100","Current total=300. Required total=400. Needed=100.","Medium","Average"
99,"The average of 16 numbers is 25. If one number 40 is added, new average is:","24","25","25.88","26","25.88","Total=400. New total=440. Average=440/17=25.88.","Medium","Average"
100,"The average of a group is 45. If 5 new members with average 55 join, group average increases to 50. Original number of members is:","3","5","10","15","5","Let original members=x. (45x+275)/(x+5)=50. x=5.","Hard","Average"
