48,"The longest railway tunnel in India is:","Pir Panjal Tunnel","Konkan Tunnel","Narmada Tunnel","Katra Tunnel","Pir Panjal Tunnel","Pir Panjal Railway Tunnel is one of India's longest tunnels.","Medium","Railway Geography"
49,"The railway signal color for stop is:","Green","Yellow","Red","Blue","Red","Red signal indicates stop.","Easy","Railway Awareness"
50,"Green railway signal indicates:","Stop","Proceed","Wait","Emergency","Proceed","Green signal allows trains to proceed.","Easy","Railway Awareness"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
51,"The railway track is mainly made of:","Wood","Steel","Plastic","Copper","Steel","Railway tracks are made using high-quality steel rails.","Easy","Railway Awareness"
52,"The device used to change railway tracks is called:","Signal","Point Switch","Engine","Coupler","Point Switch","Point switches help trains move from one track to another.","Medium","Railway Technology"
53,"The railway platform is used for:","Passenger boarding and departure","Train manufacturing","Track repair","Fuel storage","Passenger boarding and departure","Platforms are used by passengers to board trains.","Easy","Railway Awareness"
54,"The railway guard is responsible for:","Train safety and operations","Driving the engine","Making tickets","Repairing tracks","Train safety and operations","The guard ensures safe train movement and coordination.","Easy","Railway Awareness"
55,"The full form of LHB coach is:","Linke Hofmann Busch Coach","Long High Brake Coach","Light Heavy Body Coach","Local Highway Bus Coach","Linke Hofmann Busch Coach","LHB coaches are designed with improved safety features.","Medium","Railway Technology"
56,"The railway engine that runs on electricity is called:","Electric Locomotive","Diesel Locomotive","Steam Engine","Metro Engine","Electric Locomotive","Electric locomotives use electrical power for operation.","Easy","Railway Technology"
57,"The railway engine that uses diesel fuel is called:","Electric Locomotive","Diesel Locomotive","Steam Engine","Solar Engine","Diesel Locomotive","Diesel locomotives use diesel as fuel.","Easy","Railway Technology"
58,"The first railway station in India was:","Bori Bunder","Howrah","Chennai Central","New Delhi","Bori Bunder","The first train started from Bori Bunder station in Mumbai.","Medium","Railway History"
59,"The railway station code of New Delhi is:","NDLS","ND","DEL","NDR","NDLS","NDLS is the code for New Delhi Railway Station.","Easy","Railway Awareness"
60,"The railway station code of Mumbai Central is:","BCT","MUM","MC","MMCT","BCT","BCT was the code used for Mumbai Central station.","Medium","Railway Awareness"
61,"The railway reservation system is managed by:","IRCTC","RBI","BSNL","ISRO","IRCTC","IRCTC manages online railway reservation services.","Easy","Railway Awareness"
62,"The full form of RPF is:","Railway Protection Force","Railway Police Force","Railway Passenger Force","Railway Public Force","Railway Protection Force","RPF provides security to railway passengers and property.","Easy","Railway Awareness"
63,"The railway track maintenance department is responsible for:","Track safety","Ticket booking","Food services","Train announcements","Track safety","Track maintenance ensures safe train movement.","Easy","Railway Operations"
64,"The railway bridge over a river is called:","Flyover","Railway Bridge","Tunnel","Platform","Railway Bridge","Railway bridges help trains cross rivers and valleys.","Easy","Railway Technology"
65,"The railway tunnel is constructed for:","Passing through mountains","Parking trains","Ticket checking","Fuel storage","Passing through mountains","Tunnels allow trains to pass through obstacles.","Easy","Railway Technology"
66,"The railway communication system helps in:","Train coordination","Ticket printing","Food supply","Coach cleaning","Train coordination","Communication systems improve railway operations.","Easy","Railway Operations"
67,"The railway recruitment examination is conducted by:","RRB","UPSC","SSC","IBPS","RRB","Railway Recruitment Boards conduct railway exams.","Easy","Railway Exams"
68,"RRB NTPC is related to:","Non-Technical Posts","Technical Engineering Only","Medical Posts","Police Posts","Non-Technical Posts","RRB NTPC recruits candidates for non-technical categories.","Easy","Railway Exams"
69,"RRB ALP exam is conducted for:","Assistant Loco Pilot","Station Master","Ticket Collector","Railway Guard","Assistant Loco Pilot","ALP exam is for Assistant Loco Pilot posts.","Easy","Railway Exams"
70,"RRB JE stands for:","Junior Engineer","Junior Employee","Job Engineer","Joint Engineer","Junior Engineer","RRB JE recruits Junior Engineers.","Easy","Railway Exams"
71,"The Railway Protection Force was established in:","1957","1966","1975","1985","1957","RPF was established in 1957.","Medium","Railway History"
72,"The first railway minister of India after independence was:","John Mathai","Lal Bahadur Shastri","George Fernandes","Nitish Kumar","John Mathai","John Mathai was the first Railway Minister after independence.","Medium","Railway History"
73,"The railway zone with headquarters at Kolkata is:","Eastern Railway","Western Railway","Southern Railway","Central Railway","Eastern Railway","Eastern Railway headquarters is in Kolkata.","Easy","Railway Zones"
74,"The railway zone with headquarters at Mumbai is:","Western Railway","Northern Railway","Southern Railway","East Coast Railway","Western Railway","Western Railway headquarters is in Mumbai.","Easy","Railway Zones"
75,"The railway zone with headquarters at Jaipur is:","North Western Railway","Northern Railway","Central Railway","Eastern Railway","North Western Railway","North Western Railway headquarters is at Jaipur.","Medium","Railway Zones"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
76,"The railway zone with headquarters at Bhubaneswar is:","East Coast Railway","Eastern Railway","South Eastern Railway","Central Railway","East Coast Railway","East Coast Railway headquarters is located in Bhubaneswar.","Easy","Railway Zones"
77,"The railway zone with headquarters at Guwahati is:","Northeast Frontier Railway","Northern Railway","North Eastern Railway","Eastern Railway","Northeast Frontier Railway","Northeast Frontier Railway headquarters is at Guwahati.","Easy","Railway Zones"
78,"The railway zone with headquarters at Prayagraj is:","North Central Railway","Northern Railway","Western Railway","Central Railway","North Central Railway","North Central Railway headquarters is located at Prayagraj.","Medium","Railway Zones"
79,"The railway zone with headquarters at Hajipur is:","East Central Railway","Eastern Railway","South Central Railway","Western Railway","East Central Railway","East Central Railway headquarters is at Hajipur, Bihar.","Medium","Railway Zones"
80,"The railway zone with headquarters at Secunderabad is:","South Central Railway","Southern Railway","Central Railway","South Western Railway","South Central Railway","South Central Railway headquarters is at Secunderabad.","Easy","Railway Zones"
81,"The railway zone with headquarters at Hubballi is:","South Western Railway","Southern Railway","Western Railway","Central Railway","South Western Railway","South Western Railway headquarters is at Hubballi.","Medium","Railway Zones"
82,"The railway zone with headquarters at Jabalpur is:","West Central Railway","Central Railway","Western Railway","North Central Railway","West Central Railway","West Central Railway headquarters is at Jabalpur.","Medium","Railway Zones"
83,"The railway zone with headquarters at Bilaspur is:","South East Central Railway","South Eastern Railway","East Coast Railway","Central Railway","South East Central Railway","South East Central Railway headquarters is at Bilaspur.","Medium","Railway Zones"
84,"The railway zone with headquarters at Mumbai Churchgate is:","Western Railway","Central Railway","Konkan Railway","Southern Railway","Western Railway","Western Railway headquarters is at Churchgate, Mumbai.","Easy","Railway Zones"
85,"The railway zone with headquarters at Gorakhpur is:","North Eastern Railway","Northern Railway","North Western Railway","Eastern Railway","North Eastern Railway","North Eastern Railway headquarters is at Gorakhpur.","Medium","Railway Zones"
86,"The railway track component that holds rails together is called:","Sleeper","Signal","Coach","Engine","Sleeper","Sleepers support and hold railway rails in position.","Easy","Railway Technology"
87,"The railway track is laid on a base called:","Ballast","Platform","Tunnel","Bridge","Ballast","Ballast provides support and stability to railway tracks.","Easy","Railway Technology"
88,"The instrument used to measure railway speed is:","Speedometer","Barometer","Thermometer","Altimeter","Speedometer","Speedometer measures train speed.","Easy","Railway Technology"
89,"The railway station where trains are maintained is called:","Yard","Platform","Signal Room","Ticket Counter","Yard","Railway yards are used for train maintenance and arrangement.","Easy","Railway Operations"
90,"The railway workshop is used for:","Repair and maintenance of trains","Ticket booking","Passenger waiting","Signal control","Repair and maintenance of trains","Workshops repair and maintain railway equipment.","Easy","Railway Operations"
91,"The railway employee responsible for train scheduling is:","Controller","Driver","Guard","Technician","Controller","Controllers manage train movements and schedules.","Medium","Railway Operations"
92,"The railway communication system used for emergency contact is:","Control Room","Ticket Counter","Platform Office","Canteen","Control Room","Control rooms coordinate railway operations and emergencies.","Easy","Railway Operations"
93,"The railway engine with both diesel and electric power is called:","Dual Mode Locomotive","Steam Engine","Metro Engine","Goods Engine","Dual Mode Locomotive","Dual mode locomotives can operate using different power sources.","Medium","Railway Technology"
94,"The main purpose of railway electrification is:","Reduce fuel consumption and pollution","Increase ticket price","Reduce stations","Stop trains","Reduce fuel consumption and pollution","Electrification improves efficiency and reduces emissions.","Easy","Railway Technology"
95,"The railway recruitment exam RRB Group D is mainly for:","Level 1 posts","Group A officers","Engineers only","Medical officers","Level 1 posts","RRB Group D recruits Level 1 category employees.","Easy","Railway Exams"
96,"The full form of CBT in railway exams is:","Computer Based Test","Central Banking Test","Computer Basic Training","Common Board Test","Computer Based Test","Railway exams are conducted using Computer Based Tests.","Easy","Railway Exams"
97,"The railway exam conducted for Junior Engineers is:","RRB JE","RRB NTPC","RRB Group D","RRB ALP","RRB JE","RRB JE is conducted for Junior Engineer recruitment.","Easy","Railway Exams"
98,"The railway exam conducted for Assistant Loco Pilot is:","RRB ALP","RRB JE","RRB NTPC","RRB Group D","RRB ALP","RRB ALP recruits Assistant Loco Pilots.","Easy","Railway Exams"
99,"The railway exam for Station Master is included under:","RRB NTPC","RRB JE","RRB ALP","RRB Group D","RRB NTPC","Station Master recruitment is conducted through RRB NTPC.","Medium","Railway Exams"
100,"Indian Railways is one of the largest railway networks in the world by:","Route length and operations","Number of airports","Number of ships","Number of highways","Route length and operations","Indian Railways is among the world's largest railway systems.","Easy","Railway Awareness"
