18,"Who wrote the Indian National Anthem?","Bankim Chandra Chatterjee","Rabindranath Tagore","Sarojini Naidu","Subhash Chandra Bose","Rabindranath Tagore","Rabindranath Tagore wrote Jana Gana Mana.","Easy","Indian History"
19,"The Quit India Movement was launched in:","1940","1942","1945","1947","1942","Quit India Movement started in 1942 under Mahatma Gandhi.","Easy","Indian History"
20,"The First Battle of Panipat was fought in:","1526","1556","1761","1857","1526","The First Battle of Panipat was fought in 1526 between Babur and Ibrahim Lodi.","Medium","Indian History"
21,"Who founded the Maurya Empire?","Ashoka","Chandragupta Maurya","Bindusara","Harsha","Chandragupta Maurya","Chandragupta Maurya founded the Maurya Empire.","Easy","Indian History"
22,"The Green Revolution in India is associated with:","Milk Production","Food Grain Production","Industrial Growth","Technology","Food Grain Production","Green Revolution increased food grain production.","Easy","Indian Economy"
23,"The Reserve Bank of India was established in:","1935","1947","1950","1965","1935","RBI was established on 1 April 1935.","Medium","Banking"
24,"The headquarters of RBI is located in:","Delhi","Mumbai","Kolkata","Chennai","Mumbai","RBI headquarters is in Mumbai.","Easy","Banking"
25,"Which is the largest planet in the Solar System?","Earth","Mars","Jupiter","Saturn","Jupiter","Jupiter is the largest planet in the Solar System.","Easy","General Science"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
26,"Who was the first Prime Minister of India?","Mahatma Gandhi","Jawaharlal Nehru","Sardar Patel","Rajendra Prasad","Jawaharlal Nehru","Jawaharlal Nehru was the first Prime Minister of independent India.","Easy","Indian History"
27,"Who is the Supreme Commander of the Indian Armed Forces?","Prime Minister","Defence Minister","President","Chief of Army Staff","President","The President of India is the Supreme Commander of the Armed Forces.","Easy","Indian Polity"
28,"The Fundamental Duties were added to the Constitution by which Amendment?","42nd Amendment","44th Amendment","52nd Amendment","73rd Amendment","42nd Amendment","Fundamental Duties were added by the 42nd Constitutional Amendment Act, 1976.","Medium","Indian Polity"
29,"The Directive Principles of State Policy are mentioned in which part of the Constitution?","Part I","Part II","Part III","Part IV","Part IV","DPSP are included in Part IV of the Indian Constitution.","Medium","Indian Polity"
30,"The Right to Equality is included under which Article?","Article 12","Article 14","Article 19","Article 21","Article 14","Article 14 provides Right to Equality before law.","Easy","Indian Polity"
31,"The Right to Life and Personal Liberty is provided under:","Article 14","Article 19","Article 21","Article 32","Article 21","Article 21 protects life and personal liberty.","Easy","Indian Polity"
32,"The Chairman of Rajya Sabha is:","Prime Minister","Vice President","President","Speaker","Vice President","The Vice President is the ex-officio Chairman of Rajya Sabha.","Easy","Indian Polity"
33,"The Speaker of Lok Sabha is elected by:","President","Prime Minister","Members of Lok Sabha","Chief Justice","Members of Lok Sabha","The members of Lok Sabha elect the Speaker.","Easy","Indian Polity"
34,"The Planning Commission was replaced by:","Finance Commission","NITI Aayog","RBI","SEBI","NITI Aayog","NITI Aayog replaced the Planning Commission in 2015.","Easy","Indian Economy"
35,"NITI Aayog was established in:","2012","2014","2015","2016","2015","NITI Aayog was formed on 1 January 2015.","Medium","Indian Economy"
36,"The largest ocean in the world is:","Atlantic Ocean","Indian Ocean","Pacific Ocean","Arctic Ocean","Pacific Ocean","The Pacific Ocean is the largest ocean.","Easy","Geography"
37,"The highest mountain peak in the world is:","K2","Mount Everest","Kanchenjunga","Nanda Devi","Mount Everest","Mount Everest is the highest mountain peak above sea level.","Easy","Geography"
38,"The Tropic of Cancer passes through how many Indian states?","6","7","8","9","8","The Tropic of Cancer passes through 8 Indian states.","Medium","Geography"
39,"Which is the longest dam in India?","Bhakra Dam","Hirakud Dam","Tehri Dam","Sardar Sarovar Dam","Hirakud Dam","Hirakud Dam in Odisha is one of the longest dams in India.","Medium","Geography"
40,"The Green Revolution was mainly related to:","Milk Production","Agricultural Production","Fish Production","Industrial Production","Agricultural Production","Green Revolution increased agricultural output.","Easy","Indian Economy"
41,"The White Revolution is related to:","Wheat Production","Milk Production","Oil Production","Cotton Production","Milk Production","White Revolution increased milk production.","Easy","Indian Economy"
42,"The Father of Green Revolution in India is:","M.S. Swaminathan","Norman Borlaug","Verghese Kurien","Vikram Sarabhai","M.S. Swaminathan","M.S. Swaminathan is known as the Father of Green Revolution in India.","Easy","Indian Economy"
43,"The Father of White Revolution in India is:","M.S. Swaminathan","Verghese Kurien","Amartya Sen","C. Subramaniam","Verghese Kurien","Verghese Kurien led India's White Revolution.","Easy","Indian Economy"
44,"The first Indian satellite was:","INSAT","Aryabhata","Rohini","Chandrayaan","Aryabhata","Aryabhata was India's first satellite launched in 1975.","Easy","General Science"
45,"ISRO headquarters is located in:","Hyderabad","Bengaluru","Chennai","New Delhi","Bengaluru","ISRO headquarters is in Bengaluru, Karnataka.","Easy","General Science"
46,"The study of plants is called:","Zoology","Botany","Biology","Ecology","Botany","Botany is the study of plants.","Easy","General Science"
47,"The study of animals is called:","Botany","Zoology","Physics","Chemistry","Zoology","Zoology is the study of animals.","Easy","General Science"
48,"The SI unit of force is:","Joule","Newton","Watt","Pascal","Newton","Newton is the SI unit of force.","Easy","General Science"
49,"The speed of light is approximately:","3×10^6 m/s","3×10^8 m/s","3×10^10 m/s","3×10^12 m/s","3×10^8 m/s","Speed of light in vacuum is approximately 3×10^8 m/s.","Medium","General Science"
50,"CPU stands for:","Central Processing Unit","Computer Processing Unit","Central Program Unit","Control Processing Unit","Central Processing Unit","CPU is the main processing unit of a computer.","Easy","Computer Awareness"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
51,"Who is known as the Iron Man of India?","Jawaharlal Nehru","Sardar Vallabhbhai Patel","Subhash Chandra Bose","Bhagat Singh","Sardar Vallabhbhai Patel","Sardar Patel played a major role in the integration of princely states.","Easy","Indian History"
52,"The Indian National Congress was founded in:","1885","1905","1919","1947","1885","The Indian National Congress was established in 1885.","Easy","Indian History"
53,"Who founded the Indian National Congress?","A.O. Hume","Mahatma Gandhi","Dadabhai Naoroji","Bal Gangadhar Tilak","A.O. Hume","A.O. Hume founded the Indian National Congress with Indian leaders.","Medium","Indian History"
54,"The Jallianwala Bagh massacre took place in:","1915","1919","1922","1930","1919","The Jallianwala Bagh massacre occurred on 13 April 1919.","Easy","Indian History"
55,"Who gave the slogan 'Jai Jawan Jai Kisan'?","Jawaharlal Nehru","Lal Bahadur Shastri","Mahatma Gandhi","Sardar Patel","Lal Bahadur Shastri","Lal Bahadur Shastri gave the slogan Jai Jawan Jai Kisan.","Easy","Indian History"
56,"The Revolt of 1857 started from:","Delhi","Meerut","Kanpur","Lucknow","Meerut","The Revolt of 1857 began at Meerut.","Easy","Indian History"
57,"Who was the first Governor-General of independent India?","Lord Mountbatten","C. Rajagopalachari","Rajendra Prasad","Warren Hastings","Lord Mountbatten","Lord Mountbatten was the first Governor-General of independent India.","Medium","Indian History"
58,"Who was the last Governor-General of India?","Lord Mountbatten","C. Rajagopalachari","Lord Wavell","Lord Curzon","C. Rajagopalachari","C. Rajagopalachari was the last Governor-General of India.","Medium","Indian History"
59,"The Battle of Plassey was fought in:","1757","1764","1857","1526","1757","The Battle of Plassey was fought in 1757.","Easy","Indian History"
60,"Who wrote 'Discovery of India'?","Mahatma Gandhi","Jawaharlal Nehru","Rabindranath Tagore","B.R. Ambedkar","Jawaharlal Nehru","Jawaharlal Nehru wrote Discovery of India.","Easy","Indian History"
61,"The Indian Constitution is the longest written constitution in the world.","True","False","None","Both","True","India has one of the world's longest written constitutions.","Easy","Indian Polity"
62,"The President of India is elected by:","Direct voting","Electoral College","Prime Minister","Supreme Court","Electoral College","The President is elected by an Electoral College.","Medium","Indian Polity"
63,"The term of the President of India is:","4 years","5 years","6 years","7 years","5 years","The President holds office for five years.","Easy","Indian Polity"
64,"The emergency provisions are mentioned in which part of the Constitution?","Part XV","Part XVIII","Part XX","Part XXII","Part XVIII","Emergency provisions are included in Part XVIII.","Medium","Indian Polity"
65,"The number of schedules in the Indian Constitution is:","10","12","14","16","12","The Indian Constitution has 12 schedules.","Easy","Indian Polity"
66,"The Finance Commission is mentioned under Article:","280","324","356","370","280","Article 280 deals with the Finance Commission.","Medium","Indian Polity"
67,"The Election Commission of India is mentioned under Article:","280","324","352","368","324","Article 324 provides for the Election Commission.","Medium","Indian Polity"
68,"The headquarters of United Nations is located in:","Geneva","Paris","New York","London","New York","The UN headquarters is in New York.","Easy","General Awareness"
69,"The World Health Organization headquarters is located in:","Geneva","New Delhi","Washington","Tokyo","Geneva","WHO headquarters is in Geneva, Switzerland.","Easy","General Awareness"
70,"The currency of Japan is:","Yuan","Dollar","Yen","Euro","Yen","Japan uses Yen as its currency.","Easy","General Awareness"
71,"The largest continent in the world is:","Africa","Asia","Europe","Australia","Asia","Asia is the largest continent by area.","Easy","Geography"
72,"The smallest continent in the world is:","Europe","Australia","Africa","Antarctica","Australia","Australia is the smallest continent.","Easy","Geography"
73,"The capital of Telangana is:","Amaravati","Hyderabad","Warangal","Karimnagar","Hyderabad","Hyderabad is the capital of Telangana.","Easy","Geography"
74,"The capital of Andhra Pradesh is:","Visakhapatnam","Vijayawada","Amaravati","Kurnool","Amaravati","Amaravati is the designated capital of Andhra Pradesh.","Easy","Geography"
75,"Which gas is most abundant in Earth's atmosphere?","Oxygen","Nitrogen","Carbon dioxide","Hydrogen","Nitrogen","Nitrogen forms about 78% of Earth's atmosphere.","Easy","General Science"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
76,"Which is the largest gland in the human body?","Pancreas","Liver","Thyroid","Kidney","Liver","The liver is the largest gland in the human body.","Easy","General Science"
77,"The normal temperature of the human body is:","35°C","37°C","39°C","42°C","37°C","Normal human body temperature is approximately 37°C.","Easy","General Science"
78,"Which vitamin is produced in the human body through sunlight?","Vitamin A","Vitamin B","Vitamin C","Vitamin D","Vitamin D","Sunlight helps the body produce Vitamin D.","Easy","General Science"
79,"The chemical formula of water is:","CO2","H2O","O2","NaCl","H2O","Water consists of two hydrogen atoms and one oxygen atom.","Easy","General Science"
80,"The pH value of pure water is:","5","6","7","8","7","Pure water has a neutral pH of 7.","Easy","General Science"
81,"Which device is used to measure temperature?","Barometer","Thermometer","Ammeter","Speedometer","Thermometer","A thermometer measures temperature.","Easy","General Science"
82,"Which part of the computer is called the brain of the computer?","Monitor","CPU","Keyboard","Mouse","CPU","CPU performs processing operations and is called the brain of the computer.","Easy","Computer Awareness"
83,"RAM stands for:","Random Access Memory","Read Access Memory","Run Access Memory","Rapid Access Memory","Random Access Memory","RAM is temporary memory used by computers.","Easy","Computer Awareness"
84,"Which language is used to create web pages?","Python","HTML","Java","C++","HTML","HTML is used to create the structure of web pages.","Easy","Computer Awareness"
85,"Which shortcut key is used to copy text?","Ctrl + X","Ctrl + C","Ctrl + V","Ctrl + Z","Ctrl + C","Ctrl + C is the shortcut for copying.","Easy","Computer Awareness"
86,"Which shortcut key is used to paste text?","Ctrl + P","Ctrl + C","Ctrl + V","Ctrl + S","Ctrl + V","Ctrl + V is the shortcut for pasting.","Easy","Computer Awareness"
87,"The full form of WWW is:","World Wide Web","World Web Window","Wide World Web","Web World Wide","World Wide Web","WWW stands for World Wide Web.","Easy","Computer Awareness"
88,"The brain of a computer system is:","Hard Disk","CPU","RAM","Printer","CPU","CPU controls all operations of a computer.","Easy","Computer Awareness"
89,"Which is an input device?","Monitor","Printer","Keyboard","Speaker","Keyboard","Keyboard is used to enter data into a computer.","Easy","Computer Awareness"
90,"Which is an output device?","Mouse","Keyboard","Scanner","Monitor","Monitor","Monitor displays output from the computer.","Easy","Computer Awareness"
91,"The full form of UPS is:","Universal Power Supply","Uninterruptible Power Supply","United Power System","Universal Processing System","Uninterruptible Power Supply","UPS provides backup power during electricity failure.","Easy","Computer Awareness"
92,"Which memory is permanent in a computer?","RAM","ROM","Cache","Register","ROM","ROM stores permanent instructions.","Easy","Computer Awareness"
93,"The largest mammal in the world is:","Elephant","Blue Whale","Giraffe","Shark","Blue Whale","Blue Whale is the largest mammal.","Easy","General Science"
94,"Which planet is known as the Red Planet?","Venus","Mars","Jupiter","Mercury","Mars","Mars appears red due to iron oxide on its surface.","Easy","General Science"
95,"The Earth completes one rotation in:","12 hours","24 hours","36 hours","48 hours","24 hours","Earth takes about 24 hours to complete one rotation.","Easy","Geography"
96,"The Earth revolves around the Sun in:","365 days","300 days","400 days","500 days","365 days","Earth takes approximately 365 days to revolve around the Sun.","Easy","Geography"
97,"Which is the national bird of India?","Peacock","Sparrow","Eagle","Parrot","Peacock","The Indian Peacock is the national bird of India.","Easy","General Awareness"
98,"The national tree of India is:","Neem","Banyan","Mango","Peepal","Banyan","The Banyan tree is India's national tree.","Easy","General Awareness"
99,"The national fruit of India is:","Apple","Banana","Mango","Orange","Mango","Mango is considered the national fruit of India.","Easy","General Awareness"
100,"The slogan 'Satyameva Jayate' is taken from:","Bhagavad Gita","Rig Veda","Mundaka Upanishad","Ramayana","Mundaka Upanishad","Satyameva Jayate is taken from the Mundaka Upanishad.","Medium","General Awareness"
