44,"The Constitution of India provides for:","Single citizenship","Dual citizenship","State citizenship only","No citizenship","Single citizenship","India follows the concept of single citizenship.","Medium","Indian Polity"
45,"The Indian Parliament consists of:","Lok Sabha only","Rajya Sabha only","President, Lok Sabha and Rajya Sabha","Prime Minister and Council","President, Lok Sabha and Rajya Sabha","Parliament includes President and two Houses.","Easy","Indian Polity"
46,"The maximum strength of Lok Sabha is:","545","550","552","600","552","The maximum strength of Lok Sabha is 552 members.","Medium","Indian Polity"
47,"The minimum age required to become a Lok Sabha member is:","18 years","21 years","25 years","30 years","25 years","A Lok Sabha candidate must be at least 25 years old.","Easy","Indian Polity"
48,"The minimum age required to become a Rajya Sabha member is:","25 years","30 years","35 years","40 years","30 years","The minimum age for Rajya Sabha is 30 years.","Easy","Indian Polity"
49,"The Vice President of India is the Chairman of:","Lok Sabha","Rajya Sabha","Supreme Court","NITI Aayog","Rajya Sabha","The Vice President serves as ex-officio Chairman of Rajya Sabha.","Easy","Indian Polity"
50,"The Speaker of Lok Sabha is elected by:","President","Prime Minister","Members of Lok Sabha","Chief Justice","Members of Lok Sabha","Lok Sabha members elect their Speaker.","Easy","Indian Polity"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
51,"The Preamble of the Indian Constitution begins with the words:","We the Citizens","We the People of India","India is a Republic","Jai Hind","We the People of India","The Preamble starts with 'We, the People of India'.","Easy","Indian Polity"
52,"The Constitution of India was adopted on:","15 August 1947","26 January 1950","26 November 1949","2 October 1949","26 November 1949","The Constitution was adopted on 26 November 1949.","Easy","Indian Polity"
53,"The Constituent Assembly was formed in:","1942","1946","1947","1950","1946","The Constituent Assembly was established in 1946.","Medium","Indian Polity"
54,"The first meeting of the Constituent Assembly was held on:","9 December 1946","15 August 1947","26 November 1949","26 January 1950","9 December 1946","The first meeting was held on 9 December 1946.","Medium","Indian Polity"
55,"The President of the Constituent Assembly was:","B.R. Ambedkar","Rajendra Prasad","Jawaharlal Nehru","Sardar Patel","Rajendra Prasad","Dr. Rajendra Prasad was the President of the Constituent Assembly.","Easy","Indian Polity"
56,"The Indian Constitution is inspired by the Constitution of:","USA","UK","Both USA and UK","France only","Both USA and UK","The Indian Constitution borrowed features from many countries.","Medium","Indian Polity"
57,"The concept of Fundamental Rights was borrowed from:","USA","UK","Ireland","Canada","USA","Fundamental Rights were inspired by the US Constitution.","Medium","Indian Polity"
58,"The concept of Directive Principles was borrowed from:","USA","Ireland","Canada","Australia","Ireland","DPSP was borrowed from the Irish Constitution.","Medium","Indian Polity"
59,"The Indian Constitution contains how many Fundamental Rights currently?","5","6","7","8","6","There are six Fundamental Rights currently.","Easy","Indian Polity"
60,"The Right to Education is included under:","Article 19","Article 21A","Article 32","Article 45","Article 21A","Article 21A provides the Right to Education.","Easy","Indian Polity"
61,"The constitutional head of India is:","Prime Minister","President","Chief Justice","Governor","President","The President is the constitutional head of India.","Easy","Indian Polity"
62,"The real executive power in India is exercised by:","President","Prime Minister and Council of Ministers","Governor","Chief Justice","Prime Minister and Council of Ministers","The Prime Minister and Council exercise executive power.","Medium","Indian Polity"
63,"The Prime Minister of India is appointed by:","President","Chief Justice","Parliament","Election Commission","President","The President appoints the Prime Minister.","Easy","Indian Polity"
64,"The Council of Ministers is collectively responsible to:","President","Rajya Sabha","Lok Sabha","Supreme Court","Lok Sabha","The Council of Ministers is responsible to Lok Sabha.","Medium","Indian Polity"
65,"The Governor of a state is appointed by:","Chief Minister","President","Prime Minister","State Assembly","President","The President appoints state Governors.","Easy","Indian Polity"
66,"The normal term of Lok Sabha is:","4 years","5 years","6 years","7 years","5 years","Lok Sabha normally continues for five years.","Easy","Indian Polity"
67,"Rajya Sabha is also called:","House of People","Council of States","National Assembly","Federal House","Council of States","Rajya Sabha represents the states of India.","Easy","Indian Polity"
68,"Rajya Sabha is a:","Temporary House","Permanent House","Dissolved House","Judicial House","Permanent House","Rajya Sabha is a permanent body.","Easy","Indian Polity"
69,"One-third members of Rajya Sabha retire after every:","1 year","2 years","3 years","5 years","2 years","One-third Rajya Sabha members retire every two years.","Medium","Indian Polity"
70,"The highest law officer of India is:","Attorney General","Solicitor General","Chief Justice","Law Minister","Attorney General","Attorney General is the highest legal officer of India.","Easy","Indian Polity"
71,"The Comptroller and Auditor General of India is known as:","CAG","CBI","CBG","CVC","CAG","CAG audits government accounts.","Easy","Indian Polity"
72,"The Election Commission of India is a:","Statutory Body","Constitutional Body","Private Body","Judicial Body","Constitutional Body","Election Commission is established under Article 324.","Medium","Indian Polity"
73,"The Finance Commission is constituted every:","3 years","4 years","5 years","10 years","5 years","Finance Commission is constituted every five years.","Easy","Indian Polity"
74,"The Supreme Court judges are appointed by:","President","Prime Minister","Chief Justice only","Parliament","President","Supreme Court judges are appointed by the President.","Medium","Indian Polity"
75,"The judicial review power is held by:","Parliament","Courts","President","Election Commission","Courts","Courts can review laws through judicial review.","Medium","Indian Polity"
ID,Question,Option_A,Option_B,Option_C,Option_D,Answer,Explanation,Difficulty,Topic
76,"The national emblem of India is adopted from:","Sanchi Stupa","Lion Capital of Ashoka","Qutub Minar","Red Fort","Lion Capital of Ashoka","The National Emblem is adapted from the Lion Capital of Ashoka at Sarnath.","Easy","General Awareness"
77,"The national animal of India is:","Lion","Tiger","Elephant","Leopard","Tiger","The Royal Bengal Tiger is the national animal of India.","Easy","General Awareness"
78,"The national bird of India is:","Sparrow","Peacock","Eagle","Parrot","Peacock","The Indian Peacock is the national bird of India.","Easy","General Awareness"
79,"The national flower of India is:","Rose","Lotus","Jasmine","Sunflower","Lotus","Lotus is the national flower of India.","Easy","General Awareness"
80,"The national tree of India is:","Neem","Banyan","Mango","Peepal","Banyan","The Banyan tree is the national tree of India.","Easy","General Awareness"
81,"The first woman Prime Minister of India was:","Indira Gandhi","Sarojini Naidu","Pratibha Patil","Sushma Swaraj","Indira Gandhi","Indira Gandhi was India's first woman Prime Minister.","Easy","Indian History"
82,"The first woman President of India was:","Indira Gandhi","Pratibha Patil","Droupadi Murmu","Sarojini Naidu","Pratibha Patil","Pratibha Patil became India's first woman President in 2007.","Easy","Indian Polity"
83,"The first Indian to win Nobel Prize was:","C.V. Raman","Rabindranath Tagore","Amartya Sen","Mother Teresa","Rabindranath Tagore","Rabindranath Tagore won the Nobel Prize in Literature in 1913.","Easy","General Awareness"
84,"The author of 'Vande Mataram' is:","Rabindranath Tagore","Bankim Chandra Chatterjee","Mahatma Gandhi","Subhash Chandra Bose","Bankim Chandra Chatterjee","Bankim Chandra Chatterjee wrote Vande Mataram.","Easy","Indian History"
85,"The first Governor-General of independent India was:","C. Rajagopalachari","Lord Mountbatten","Lord Curzon","Warren Hastings","Lord Mountbatten","Lord Mountbatten was the first Governor-General of independent India.","Medium","Indian History"
86,"The last Governor-General of India was:","Lord Mountbatten","C. Rajagopalachari","Lord Wavell","Lord Irwin","C. Rajagopalachari","C. Rajagopalachari was the last Governor-General of India.","Medium","Indian History"
87,"The founder of the Maurya Empire was:","Ashoka","Chandragupta Maurya","Bindusara","Harsha","Chandragupta Maurya","Chandragupta Maurya founded the Maurya Empire.","Easy","Indian History"
88,"The founder of the Mughal Empire in India was:","Akbar","Babur","Humayun","Aurangzeb","Babur","Babur founded the Mughal Empire after the First Battle of Panipat.","Easy","Indian History"
89,"The First Battle of Panipat was fought in:","1526","1556","1761","1857","1526","Babur defeated Ibrahim Lodi in the First Battle of Panipat in 1526.","Easy","Indian History"
90,"The Battle of Plassey was fought in:","1757","1764","1857","1707","1757","The Battle of Plassey was fought in 1757.","Easy","Indian History"
91,"The Revolt of 1857 started from:","Delhi","Meerut","Kanpur","Lucknow","Meerut","The Revolt of 1857 began at Meerut.","Easy","Indian History"
92,"The Indian National Congress was founded in:","1885","1905","1919","1947","1885","INC was founded in 1885 by A.O. Hume and others.","Easy","Indian History"
93,"The Dandi March was started in:","1920","1930","1942","1947","1930","Mahatma Gandhi started the Dandi March in 1930.","Easy","Indian History"
94,"The Quit India Movement was launched in:","1930","1940","1942","1945","1942","Quit India Movement was launched in 1942.","Easy","Indian History"
95,"The first Five Year Plan of India started in:","1947","1951","1956","1961","1951","The First Five Year Plan started in 1951.","Medium","Indian Economy"
96,"The Green Revolution started in India during:","1950s","1960s","1970s","1980s","1960s","Green Revolution began in India during the 1960s.","Medium","Indian Economy"
97,"The largest source of revenue for the government is generally:","Taxes","Donations","Loans only","Exports only","Taxes","Taxes are a major source of government revenue.","Easy","Indian Economy"
98,"The International Monetary Fund headquarters is located in:","New York","Washington D.C.","London","Paris","Washington D.C.","IMF headquarters is located in Washington D.C.","Easy","International Organizations"
99,"The United Nations was established in:","1945","1947","1950","1955","1945","The United Nations was established on 24 October 1945.","Easy","International Organizations"
100,"The headquarters of United Nations is located in:","Geneva","Paris","New York","London","New York","UN headquarters is located in New York City.","Easy","International Organizations"
