ID,Question,Answer,Explanation
The Golden Revolution is related to?,Horticulture,Milk production,Fisheries,Cotton production,Horticulture,Golden Revolution refers to growth in horticulture production.
The White Revolution is related to?,Milk production,Rice production,Fish production,Oil production,Milk production,White Revolution increased milk production through Operation Flood.
The Blue Revolution is related to?,Fisheries,Agriculture,Forestry,Mining,Fisheries,Blue Revolution focuses on fish production.
The Yellow Revolution is associated with?,Oilseeds,Milk,Wheat,Cotton,Oilseeds,Yellow Revolution increased oilseed production.
The largest producer of rice in India is?,West Bengal,Punjab,Bihar,Gujarat,West Bengal,West Bengal is the leading rice-producing state.
The largest producer of sugarcane in India is?,Uttar Pradesh,Maharashtra,Karnataka,Gujarat,Uttar Pradesh,Uttar Pradesh produces the highest sugarcane.
The mineral-rich plateau of India is?,Chota Nagpur Plateau,Deccan Plateau,Malwa Plateau,Tibetan Plateau,Chota Nagpur Plateau,Chota Nagpur is rich in coal and minerals.
The largest coal-producing state in India is?,Jharkhand,Odisha,Chhattisgarh,Rajasthan,Jharkhand,Jharkhand has major coal reserves.
The largest iron ore producing state is?,Odisha,Karnataka,Goa,Punjab,Odisha,Odisha is a leading iron ore producer.
The largest bauxite-producing state is?,Odisha,Gujarat,Rajasthan,Tamil Nadu,Odisha,Odisha has large bauxite deposits.
The major petroleum-producing state in India is?,Gujarat,Punjab,Haryana,Bihar,Gujarat,Gujarat has important oil fields.
The first oil well in India was drilled at?,Digboi,Mumbai,Naharkatiya,Ankleshwar,Digboi,Digboi in Assam was India's first oil well.
The largest natural gas producing state is?,Assam,Gujarat,Rajasthan,Punjab,Assam,Assam has major natural gas reserves.
The Bhilai Steel Plant is located in?,Chhattisgarh,Odisha,Jharkhand,West Bengal,Chhattisgarh,Bhilai Steel Plant is located in Chhattisgarh.
The Rourkela Steel Plant is located in?,Odisha,Jharkhand,Gujarat,Tamil Nadu,Odisha,Rourkela Steel Plant is in Odisha.
The Bokaro Steel Plant is located in?,Jharkhand,Odisha,West Bengal,Chhattisgarh,Jharkhand,Bokaro Steel Plant is located in Jharkhand.
The Visakhapatnam Steel Plant is located in?,Andhra Pradesh,Telangana,Karnataka,Kerala,Andhra Pradesh,It is India's first shore-based steel plant.
The IT hub of India is?,Bengaluru,Chennai,Hyderabad,Pune,Bengaluru,Bengaluru is known as India's Silicon Valley.
The Silicon Valley of India is?,Bengaluru,Hyderabad,Mumbai,Delhi,Bengaluru,Bengaluru is famous for information technology.
The largest city in India by population is?,Mumbai,Delhi,Kolkata,Chennai,Delhi,Delhi has the highest urban population.
The financial capital of India is?,Mumbai,Delhi,Chennai,Hyderabad,Mumbai,Mumbai is India's major financial centre.
The capital of India is?,Mumbai,New Delhi,Kolkata,Chennai,New Delhi,New Delhi is the capital of India.
The Pink City of India is?,Jaipur,Udaipur,Jodhpur,Bikaner,Jaipur,Jaipur is called the Pink City.
The Blue City of India is?,Jodhpur,Jaipur,Agra,Delhi,Jodhpur,Jodhpur is known as the Blue City.
The City of Lakes is?,Udaipur,Jaipur,Mysuru,Surat,Udaipur,Udaipur is famous for its lakes.
The Garden City of India is?,Bengaluru,Mysuru,Delhi,Pune,Bengaluru,Bengaluru is known as Garden City.
The Manchester of India is?,Ahmedabad,Mumbai,Kanpur,Surat,Ahmedabad,Ahmedabad is famous for textile industries.
The Gateway of India is located in?,Mumbai,Delhi,Kolkata,Chennai,Mumbai,Gateway of India is a monument in Mumbai.
The Konkan Railway passes through?,Western coast,Eastern coast,Northern plains,Desert region,Western coast,Konkan Railway runs along India's western coast.
The Indian Standard Meridian is?,82.5°E,75°E,90°E,66.5°E,82.5°E,Indian Standard Time is based on 82.5°E longitude.
The Standard Meridian of India passes through?,Mirzapur,Delhi,Mumbai,Chennai,Mirzapur,The standard meridian passes near Mirzapur in Uttar Pradesh.
The Andaman and Nicobar Islands are located in?,Bay of Bengal,Arabian Sea,Indian Ocean,Red Sea,Bay of Bengal,They are located in the Bay of Bengal.
The Lakshadweep Islands are located in?,Arabian Sea,Bay of Bengal,Pacific Ocean,Indian Ocean,Arabian Sea,Lakshadweep lies in the Arabian Sea.
The largest island group of India is?,Andaman and Nicobar,Lakshadweep,Maldives,Sri Lanka,Andaman and Nicobar,Andaman and Nicobar has many islands.
The capital of Andaman and Nicobar is?,Port Blair,Kavaratti,Agatti,Car Nicobar,Port Blair,Port Blair is the capital.
The capital of Lakshadweep is?,Kavaratti,Agatti,Minicoy,Port Blair,Kavaratti,Kavaratti is the administrative capital.
The highest dam in India is?,Tehri Dam,Bhakra Dam,Hirakud Dam,Sardar Sarovar Dam,Tehri Dam,Tehri Dam is India's highest dam.
The longest dam in India is?,Hirakud Dam,Tehri Dam,Bhakra Dam,Nagarjuna Sagar Dam,Hirakud Dam,Hirakud is one of the longest dams in the world.
The largest lake in India is?,Vembanad Lake,Chilika Lake,Wular Lake,Dal Lake,Vembanad Lake,Vembanad is India's largest lake by area.
The largest brackish water lake in India is?,Chilika Lake,Pulicat Lake,Sambhar Lake,Wular Lake,Chilika Lake,Chilika is India's largest brackish water lagoon.
The national park famous for Asiatic lions is?,Gir National Park,Kaziranga,Jim Corbett,Kanha,Gir National Park,Gir in Gujarat protects Asiatic lions.
Kaziranga National Park is famous for?,One-horned rhinoceros,Tiger,Lion,Elephant,One-horned rhinoceros,Kaziranga is famous for rhinos.
Jim Corbett National Park is located in?,Uttarakhand,Rajasthan,Gujarat,Assam,Uttarakhand,Jim Corbett is India's first national park.
The Sundarbans National Park is located in?,West Bengal,Odisha,Assam,Kerala,West Bengal,Sundarbans is a mangrove ecosystem.
Project Tiger was launched in?,1973,1980,1990,2000,1973,Project Tiger was started to protect tigers.
The first biosphere reserve in India was?,Nilgiri,Nanda Devi,Gulf of Mannar,Sundarbans,Nilgiri,Nilgiri was India's first biosphere reserve.
